default,student,balance,income
0,0,71.78868300358238,31965.744714583598
0,1,1839.1436819622168,13625.397930366536
0,1,876.0007779067457,22474.574089823618
0,0,554.1078115355915,30357.025977162513
0,0,891.3178980502761,43945.04165414087
0,0,464.83633309580193,27324.899687072866
0,1,563.5426611001624,24082.039344103083
1,0,1530.3531571461249,30003.81715111585
0,0,990.5670261862947,41690.25262255887
0,0,590.3997864987623,42769.2038801219
0,1,715.1641095742788,21153.51100817156
0,0,1540.3777266777115,41852.078435823816
0,0,1243.3265184082825,41639.68038163342
0,1,235.32849990887559,20909.70475380963
0,0,528.2543231704268,49394.340774525976
0,0,592.2538956228802,30731.201603129037
0,0,705.2049719862391,42683.18724328602
0,0,456.5156439906074,48195.77583707535
0,1,470.7175746528061,18052.104999098312
0,1,1503.0751298552414,10600.413540323476
0,0,1362.9655954038265,44217.91603522909
0,0,908.7715736879397,45032.845985115215
0,1,1096.8202721451462,16148.060006606365
0,0,369.22194247565284,47835.09104531416
0,0,673.3998990463483,50256.29021187211
0,0,1038.5000075215269,51173.14137637735
0,0,0.0,28762.923779748427
0,0,527.1940865733084,32431.118259603863
0,0,817.4693368161046,32974.42735243067
0,1,1549.042754517424,19702.293205826
0,1,566.7137893516308,11853.953166818152
0,0,1496.0564648759052,24935.918742096157
0,0,862.6566564166505,42844.8340023417
0,0,1259.1494178925675,31263.641081672
0,0,1025.0388330316234,43510.049637857555
0,1,703.2777871027373,14793.74267668931
0,1,1082.3914973458864,15175.361214921597
0,0,910.4490235336276,44054.91642326956
0,1,996.5438621607957,16995.66040494806
0,0,353.7782260089735,58514.318076477146
0,1,782.7108275006302,13300.29746834382
0,0,1716.5954182442392,51056.86828679773
0,1,502.898638357521,15153.965762644955
0,0,1033.4684685052316,59203.96766302709
0,0,0.0,34925.36541010076
0,1,1087.083499368333,19263.769581702374
0,0,1047.2442488139354,43899.759245119334
0,0,1056.9273525241056,38367.86794652642
0,1,979.2244246328618,26010.88780316665
0,1,847.8187062530681,15978.633625650957
0,0,781.7712847630602,50958.79051357079
0,1,402.48888682595236,15904.05592080874
0,0,204.7401817145775,17534.290539274214
0,1,2022.6746432422706,18336.743168449957
0,0,748.9370637840241,44186.617760263776
0,0,838.2756877524191,35917.49061023885
0,0,386.01604929084647,44694.030957029325
0,0,812.3992965256474,49623.10098209137
0,1,1809.9265643935928,6985.135945395395
0,0,0.0,30360.54894381945
0,1,1328.1838041190736,24688.473720933678
0,1,1464.9360488269904,26716.686374682547
0,0,1200.5651376473857,39718.692656960215
0,0,989.6864199644284,27856.57706066958
0,0,870.7345799257753,35539.27021583042
0,1,1200.8473900159438,19849.8314129485
0,1,1428.8320473614115,23204.681461038574
0,0,0.0,33951.288725924365
0,1,359.4588665375972,21783.269491335734
0,0,265.68394978665486,40862.75400562566
0,0,1027.7705316920103,44406.83691434003
0,0,729.0474334976183,35042.13299699772
0,0,1042.8049199138914,25867.14771688444
0,0,230.23058789876725,37875.61482314304
0,0,367.46601218320114,30611.27227068968
0,1,737.70535394131,20863.79966869985
0,0,18.26128536354452,30349.460422935008
0,0,1257.760208891914,30834.771368273647
0,0,455.5215132063035,40907.39835376524
0,0,56.96756035047054,35458.48156142067
0,1,723.9319852997224,12213.037136841183
0,0,612.3831576774428,41379.76780826063
0,1,1220.1776056907022,15308.127071260658
0,0,1222.3476917140727,32363.371050584672
0,0,1165.4911381469558,47684.219449748874
1,0,1642.819996638255,46856.94703909203
0,0,944.1735600177813,56088.68379950413
0,0,749.6080039006731,41423.941173178646
0,0,370.3751867776664,31231.007837151417
1,0,1991.6491201129943,42133.3731759574
0,0,773.9152265768553,44562.33811693423
0,1,817.2498112623944,20480.88705606
0,0,1060.716219676658,50260.46436591689
1,0,1550.4492644131492,56273.51360836382
0,1,454.46696221293655,15092.439307714012
0,1,1256.2393254151332,17784.558943752218
0,0,1484.3953929752354,36731.30869490294
0,1,1050.4773279325136,12661.611630991165
0,0,986.40061892638,45430.472208942316
0,0,717.3419269516883,44266.376540179226
0,0,692.1432226815817,47038.09031969413
1,0,1328.89272521776,34710.062365710684
0,0,673.4681910560812,32930.069361280395
0,0,218.63929704308785,48991.395379334215
0,0,1218.166965823737,43954.27748569757
0,1,13.516802550350913,19322.54502705241
0,1,531.478699850065,21726.55897262401
0,0,165.53815169522989,33436.45573774114
0,1,1351.8497223330232,25890.50398849984
0,0,107.28208304961694,54143.96274981652
0,0,947.193571380436,35604.11719278096
0,1,434.56025922612463,14812.64524037667
0,0,1020.0672404886427,37458.87924924815
0,0,662.3053180223242,31597.8976165624
0,1,754.420612920964,20767.683020261597
0,0,289.4895756933645,44412.89510330738
0,0,198.0384092297005,36270.93812022137
0,1,516.0604916765751,16615.021962760668
0,0,697.5638089897907,41755.3981466578
0,1,502.3247834677788,16947.422934655202
0,1,1459.6870830451578,15575.419233377981
0,0,716.9987226892947,34418.260222849065
0,1,1037.9727050178162,18324.030056890475
0,0,673.0161171960982,29735.961597091133
0,0,371.9217847012516,41099.77244181936
0,0,89.13495795722281,55604.60753153965
0,0,1273.2801810591202,40895.282770324135
0,0,600.723302967373,18680.516769028014
0,0,905.0381646367896,40711.798898247136
0,0,1061.441562144476,54437.010317302695
0,0,1672.6392483047675,46334.78776334413
0,1,883.7026456003246,19750.0940028726
0,0,373.7803300040064,53936.24177699444
0,0,1287.79518693788,52382.6647043692
0,0,1229.7425714789572,48739.92739065261
0,1,510.6138469543215,22457.051747513786
0,0,775.6301687168121,27205.857393882306
0,0,1152.9828868865661,50206.576934159144
0,1,1303.662589701675,7986.000335834524
0,0,1675.2788517320678,28244.503475086764
0,0,398.2777330446325,30001.795060290588
0,1,739.9017593967978,25023.873856412232
0,0,226.41769651402282,32018.713630514947
0,0,1217.3217121341854,25173.61960804912
0,0,639.8205582492084,29902.001986779247
0,1,883.1669768803265,12717.492231299153
0,0,2.2876109529973974,38186.52427279147
0,0,419.6373476658685,55967.993167265275
0,1,1544.140249868313,11102.534743730852
0,0,1101.0150179519908,32153.013592670133
1,0,1700.5999134865815,30488.983410456513
0,0,311.82458686811003,48301.05966010459
0,0,442.8302222526753,55074.13082900015
0,0,728.8149600612097,17909.581071592707
0,0,278.87790252013656,37188.66836508462
0,0,758.7023275344907,36625.98955233944
0,0,620.3396794393711,22803.74103383964
0,1,1890.167411475292,18402.464884595596
0,0,0.0,28951.4518951572
0,1,1329.1988422159416,23184.01554853357
0,0,1075.8637723747563,44128.62825640368
0,0,618.5275092228185,54956.99054466208
0,0,1111.0865758202006,27466.893682006546
0,0,864.0397435185413,45881.93020563074
0,0,895.2298096146187,48512.45564117585
0,1,954.0304336886077,21908.527156243592
0,0,947.6349327408963,46813.51630809571
0,0,267.30372774401343,23117.928673378243
0,1,1366.805783228705,23913.208801308298
0,0,624.7318835092829,38325.17375536383
0,0,13.679382669679965,25221.63766877929
0,0,785.8664856500989,44778.01577567662
0,1,1353.0938456950473,18933.49619497017
0,0,480.32126391482984,25553.262851518797
0,0,0.0,29507.313246921756
0,1,1221.971242905945,17916.856089488778
0,1,1184.9365230234434,25108.75671181296
0,1,478.5720556048159,27512.344899758355
0,0,221.69046189335518,34786.101351558114
0,0,578.3876216876686,41054.13866192769
0,1,1361.4584324067198,19576.957131991923
0,1,977.8480956027867,19731.960989718835
0,0,1184.4252448815325,36887.439966854974
1,1,1118.70103943078,21848.442900006266
1,0,1119.09724476071,37224.567813512906
0,0,776.3499793073663,31329.484850622466
0,0,1322.2970910843565,51792.40236870883
0,0,878.0264575919464,27438.585115052003
0,0,1268.3795146772682,16921.1808790391
0,0,0.0,32611.373069262485
0,0,0.0,37262.57409381712
0,1,366.7869573140633,25833.063098974948
0,0,747.5610363778748,39898.76908589119
0,0,1787.285143725995,37499.093547967655
0,1,1929.4469802584547,14995.492168490142
0,0,987.1428909570204,27961.319608533846
0,1,856.3573684205214,20758.214689172462
0,0,1101.1497070940493,18153.844316594532
0,0,704.184519980701,31515.981678805416
0,0,555.6234366760525,40837.731636084885
0,0,1073.498260598436,44764.11054762013
0,0,1126.2230230127013,32842.652371960285
0,1,649.7733185642137,15708.296381202716
0,0,977.6576209972984,43743.496729848506
0,0,1049.8899642061265,42637.51106382786
0,1,1383.5663330639009,15764.345875926967
0,1,1095.4657395796107,14065.167568003833
0,0,1089.3717909992006,30224.59613046218
0,0,605.2209683061436,21792.321519971665
0,0,1033.8853990166472,49262.04532922572
0,0,1604.7205537547807,38186.98506953929
0,0,826.3270259393123,24679.715044051987
0,1,1176.1468232850416,16670.680786276767
0,1,1275.0231993873685,19937.098033740403
0,1,1290.2831400564396,23538.944142291275
0,0,1133.4741993193252,51414.49595587524
0,0,837.412566855277,37400.49288456245
0,1,379.08216668841453,18280.36703380052
0,1,1134.1662784980294,12453.3635924034
0,0,0.0,39120.08478989871
0,0,1491.1748028047382,59394.3830781267
0,1,1695.3595856563377,9582.941897122115
0,0,705.5733276387198,54589.239868409415
0,0,239.19336626567642,33743.226552488566
0,1,1183.7106414277835,12428.614513924531
0,0,898.7618389120645,38267.08157840996
0,1,1524.290400449339,11719.593479098532
0,0,777.0237374180375,35115.01855127982
0,0,1394.7958191952755,26074.934364367204
0,1,0.0,20476.155724530618
0,0,62.57157516018265,47946.76709381548
1,0,1981.4518153843592,28127.89547331264
0,0,514.0540347778251,50053.26192580099
0,0,722.788038958828,53714.18606515201
0,0,152.86630415659215,33716.86406080005
0,0,293.1847728536383,35390.287596712165
0,0,0.0,38613.62049653076
0,1,645.3668572291302,17878.364311447716
0,1,1515.1528330504464,26046.77208310968
0,1,767.439505481761,18846.489221233776
0,1,491.8797470534143,21715.22629809904
0,0,0.0,41389.435272232746
0,0,0.0,34589.48806018786
0,0,509.15516410599406,40132.65920719425
0,1,965.5873700854856,16440.0996975194
0,1,1868.5400723074715,20489.59810776266
0,0,403.49720580419,41803.77816257188
0,0,593.1436250687598,37670.935024192484
0,0,0.0,44547.8655465918
0,0,742.2900158844507,39367.19330813032
0,1,1110.100456531919,13013.61056721361
0,0,771.5512952978195,49440.40129446855
0,0,624.3388914975833,42492.75306869585
0,1,499.957229779348,22884.952565322244
0,0,1088.637520373439,60650.03613231754
0,0,1556.4919279676806,49669.66887316816
0,1,797.084335731408,23558.68308236622
0,0,415.99250259786,38215.67804299025
0,1,538.2326811660021,26833.03962978281
0,1,1181.9347023996265,21086.082007942903
0,1,836.0206886270744,9271.789924231065
0,0,104.4432150777918,46928.00549117124
0,0,564.2094785779445,53196.62301942213
0,1,804.5394021546797,25091.46076625065
0,0,1028.9536402332665,21218.30351994525
0,0,748.7465836676595,8983.856901771938
0,0,66.63208073499118,28735.97411494124
0,0,452.80222889825797,48034.23771259741
0,1,798.4605101136667,27724.06575285085
0,1,1941.9029281416767,23467.126966093976
0,0,1446.1010119151495,22996.43230206532
0,0,761.0640982905188,61580.034125346014
0,0,1350.1727283574844,43147.45558379221
0,0,380.95020055996144,36943.36199406074
0,1,1602.8496070939511,15906.466797438985
0,0,147.61011548848037,37588.56260992517
0,0,0.0,36283.080127105386
0,1,733.0725123763355,18818.16738209646
0,1,1082.7479762680402,26096.33703393481
0,0,779.6573003104763,40804.47570337459
0,0,994.158712170624,65254.07579615041
0,0,769.1813741288856,50070.78154616831
0,1,684.0985190962277,4985.169113364498
0,0,442.5633016943198,27898.4653945517
1,0,1717.0715925860766,38408.89091672687
0,0,0.0,36302.528437155954
0,0,1092.3458648539768,44717.01257704213
0,0,497.33495411576035,35146.79877336953
0,1,1149.6806549945131,16907.700744130085
1,0,1465.2101636432794,58699.983197519716
0,0,565.3176041570564,41789.611001658464
0,1,922.1378905024388,12224.185170198303
0,1,175.59938060483978,11510.057867831452
0,0,1024.9468188811393,49675.560419035246
0,0,596.8854323036586,54091.62475973598
0,0,750.4104842088658,53084.90748066312
0,1,790.8700274328395,14183.970025800289
0,0,112.32787249754051,42386.04855504321
0,1,738.3944873157343,16093.28455068752
0,0,1157.8555606887226,54419.80856905979
0,0,1213.2431492552234,45149.51631811203
0,0,1339.6262041855018,41656.002892982404
0,0,588.3124302035718,56520.96251069582
0,0,721.808132499821,56375.72198794433
0,0,680.8207189734285,43843.47411744938
0,1,815.4065708734868,12071.762499835748
0,0,1042.5071120410666,37170.10904928381
0,1,663.2498681221717,20454.61654932863
0,1,1478.6185450644464,18026.47109896493
0,0,337.7567539942778,33655.57243473156
0,1,1273.5507196165127,23126.63619911412
0,0,114.17972587798737,49562.989265344055
0,0,0.0,52295.60092976423
0,1,1516.3176892323486,26377.593493919834
0,1,898.1146731086128,24164.751100740876
0,0,790.5905821173342,48219.59446657482
0,0,0.0,29072.72149380385
0,0,1273.2448303305946,49136.47419586844
0,0,1279.2004483305009,36063.11410895902
0,1,732.7193808889717,14568.747409620124
1,0,1763.5790878946145,46227.07454213574
0,1,1280.4184484249206,16310.905526913288
0,0,1529.9379953651533,36912.897301570134
0,1,345.46763647638903,18251.494559288563
0,0,197.98940375168524,33723.985759164265
1,1,1770.9694405264881,15975.537196511856
0,1,639.3719435410694,17037.054799848087
0,0,238.81464385707156,23526.710906215132
0,0,390.5558430767373,45338.357214774056
0,1,830.1715111069818,19476.587579080395
0,1,1378.876075643808,21613.57847016604
0,0,242.40344931582501,37364.42309275871
0,0,1236.5474935522334,36211.49036181674
0,0,1063.7749366931112,34914.27525455233
0,0,126.92317897391308,33819.14332206562
0,0,758.4655012616107,38018.145689663696
0,0,908.9314586446131,68758.87839889454
0,0,558.5183424109873,46297.425410893564
0,0,1819.242333392115,36969.552515200754
0,1,1110.6817440054901,19327.575037926832
0,0,723.2433746699934,43459.01185429779
0,0,972.0318640314952,18510.946033197964
0,0,696.0144306496431,40741.42024033346
0,1,1178.2489088752632,29362.604609009
0,1,329.55851087706236,19371.812091688294
0,1,792.5292384728267,14546.301767709969
0,0,1246.037757695994,33691.72130910221
0,0,591.7607764815392,41670.25738254101
0,0,244.0811388007914,24854.24982364352
0,0,1038.548360060388,49944.86515064962
0,0,679.0745867961529,49488.56398151288
0,0,1061.4158360020017,40585.2216446978
0,1,1268.2406909193096,11914.57826842875
0,1,955.5336858197951,14736.720879112805
0,0,1115.8206296409223,27882.809264398187
0,1,601.163260610188,22029.19351715553
0,0,1097.60003894511,52286.43182295371
0,0,1042.7830726466734,45982.966318528684
0,1,1321.443052865271,8624.110688742807
0,0,1052.3932601620531,37637.6593074495
0,0,687.9517010624339,27604.07927143022
0,1,566.4605126263492,24828.265983565165
0,0,769.4142240379376,35071.1665353159
0,0,955.1353421031997,26372.985815294986
0,0,643.4095264647656,28660.140168502203
0,0,0.0,42745.302013140536
0,0,437.6360625962346,45384.04745023753
0,0,1278.865641614042,34673.170993202635
0,0,1639.3905719662744,30624.775928491832
0,0,891.6437372657742,36470.82834018614
0,1,316.45904831323946,18813.940208835207
0,0,622.9295073871783,48874.555768046084
0,0,107.27752675895522,42287.302862052435
0,1,990.5432157739554,12398.49060383948
0,0,0.0,45659.995702618464
0,0,0.0,33119.9553306198
0,0,591.21848728877,35287.82458437592
0,1,928.0600782656444,21121.844832818573
0,0,304.5992238987822,40785.98917753914
0,0,235.9394976868153,31336.51011859776
0,1,1108.0535176809904,10853.23093959845
0,0,687.3063969769955,24563.75767572584
0,0,60.18603612633161,39864.863550390124
0,0,0.0,34648.9725974223
0,0,272.8932571451151,58730.57286150173
1,0,1531.716459319778,43930.400095567835
0,0,949.608648513314,47702.57374579843
0,0,561.916178455117,35080.57924382213
0,0,468.13252219699433,25231.346234495733
0,1,993.1081699918468,12215.94682180656
0,0,0.0,31314.695088423185
0,1,759.478369178202,12710.720923241235
0,0,1340.787209296528,36440.22832162275
0,1,1521.4633955022466,15210.474069456843
0,0,133.7433443497055,30457.016366100364
1,0,780.1725691715128,51656.874063774114
0,0,839.9154583495889,22884.79301706901
0,0,913.5058729379034,36670.85422303509
0,0,924.8814414570437,35712.63790575331
0,0,1197.8315046116654,54652.30929843738
0,0,49.209665896013234,30451.152858765963
0,0,970.7160965857933,48387.648617341976
0,0,783.0574005402581,54082.42408452224
0,1,465.06288861385354,20379.06208952693
0,0,0.0,39337.7499765406
0,1,732.2642675944838,21986.045453650546
0,0,576.0912613440713,37679.69858925232
0,1,588.9910562522157,16309.875448561672
0,0,863.1407178311641,43779.47785459848
0,0,857.5757339738806,49675.37031827073
0,0,361.50173106112544,33674.890239337605
0,0,891.1554270666734,36023.085007346104
0,0,918.1222059654468,44738.55603045551
0,0,1335.0280182810616,21150.85594474057
0,0,421.4008434251297,39873.52174453411
0,1,743.6361444771281,18883.971505926784
0,0,773.7403724634405,41872.49476260649
0,0,731.3934721696,45251.88192096781
0,0,964.1889226850052,36330.394598605766
0,1,350.0151842641788,17657.172657511717
0,0,1206.6613620544895,37125.5913512782
0,0,1051.9475732673898,52888.18509633272
0,0,454.7603706778315,45572.17248448604
0,0,932.665307535504,42758.6007035183
0,0,535.7458464687963,36259.46375529008
0,0,241.80525216874022,41186.182807213576
0,0,1026.5067098023887,42042.167941736276
0,1,187.67988557147817,18278.833967134
0,0,197.53832147914292,58646.92780470977
0,0,585.7080882593607,43288.400382689484
0,1,1947.022401161763,12147.046409164492
0,0,829.5475974922681,39717.53760880774
0,0,196.9384595398002,35488.44888358757
0,0,591.8636190185562,31438.77601267075
0,0,0.0,39742.10545795532
0,1,1008.2916186761896,11939.295256145395
0,1,1052.2274777406246,17410.751592586963
0,0,331.68052673608935,49756.171011055645
0,0,913.1072039744664,29414.65217516353
0,1,561.391612168585,21747.263175934077
0,0,246.95546297873742,47692.894249517616
0,0,578.9786100857417,46304.717476203965
0,0,557.8087771283199,62352.84607456428
0,1,788.251751590529,10418.182857439057
